Gene_Name	Num_Chr	txStart	txEnd
AQP6	12	50360977	50370922
AQP7	9	33384949	33402517
AQP7P1	9	67254267	67289492
AQP7P3	9	42858152	42893135
AQP8	16	25228285	25240252
AQP9	15	58430395	58478110
AQPEP	5	115298151	115363298
AQR	15	35148553	35261995
AR	23	66763874	66944119
ARAF	23	47420578	47431319
ARAP1	11	72396115	72504750
ARAP2	4	35949844	36245979
ARAP3	5	141032969	141061800
ARC	8	143692410	143695833
ARCN1	11	118443102	118473745
AREG	4	75310853	75480631
ARF1	1	228270361	228286912
ARF3	12	49329992	49351252
ARF4	3	57557092	57583215
ARF5	7	127228517	127231752
ARF6	14	50359736	50363771
ARFGAP1	20	61904165	61921141
ARFGAP2	11	47185854	47198419
ARFGAP3	22	43192532	43253408
ARFGEF1	8	68085747	68255912
ARFGEF2	20	47538275	47653229
ARFIP1	4	153701112	153833061
ARFIP2	11	6496928	6502595
ARFRP1	20	62329996	62339355
ARG1	6	131894365	131905468
ARG2	14	68086579	68118434
ARGFX	3	121286778	121309468
ARGFXP2	17	30477389	30478590
ARGLU1	13	107195664	107220514
ARHGAP1	11	46698634	46722120
ARHGAP10	4	148653453	148993926
ARHGAP11A	15	32907345	32931868
ARHGAP11B	15	30916697	30977809
ARHGAP12	10	32095225	32217770
ARHGAP15	2	143886899	144525920
ARHGAP17	16	24930714	25026675
ARHGAP18	6	129898241	130031370
ARHGAP19	10	98912804	99052413
ARHGAP20	11	110447766	110583912
ARHGAP21	10	24872538	25012597
ARHGAP22	10	49654080	49864310
ARHGAP23	17	36613644	36668627
ARHGAP24	4	86396284	86923822
ARHGAP25	2	68906746	69053948
ARHGAP26	5	142150292	142608571
ARHGAP27	17	43471269	43503012
ARHGAP28	18	6788493	6915710
ARHGAP29	1	94615403	94740624
ARHGAP30	1	161016733	161039760
ARHGAP31	3	119013220	119138322
ARHGAP32	11	128834956	129062093
ARHGAP33	19	36266476	36279724
ARHGAP36	23	130192216	130223856
ARHGAP39	8	145754563	145911194
ARHGAP4	23	153172831	153191698
ARHGAP42	11	100558407	100861656
ARHGAP5	14	32546189	32628932
ARHGAP6	23	11155663	11683821
ARHGAP8	22	45148438	45258662
ARHGAP9	12	57866039	57882597
ARHGDIA	17	79825598	79829238
ARHGDIB	12	15094950	15114562
ARHGDIG	16	330606	333003
ARHGEF1	19	42387267	42434294
ARHGEF10	8	1772149	1906806
ARHGEF10L	1	17866330	18024369
ARHGEF11	1	156904633	157015162
ARHGEF12	11	120207946	120360645
ARHGEF15	17	8213590	8225828
ARHGEF16	1	3371147	3397675
ARHGEF17	11	73019663	73080424
ARHGEF18	19	7447720	7537370
ARHGEF19	1	16524599	16539104
ARHGEF2	1	155916630	155959864
ARHGEF3	3	56761446	57113336
ARHGEF33	2	39146589	39202591
ARHGEF35	7	143883677	143892736
ARHGEF37	5	148961135	149014527
ARHGEF38	4	106473777	106552836
ARHGEF4	2	131672786	131804836
ARHGEF5	7	144052489	144077724
ARHGEF6	23	135747714	135863503
ARHGEF7	13	111767624	111958080
ARHGEF9	23	62854848	63005438
ARID1A	1	27022522	27108601
ARID1B	6	157099086	157530401
ARID2	12	46123620	46301819
ARID3A	19	926037	972791
ARID3B	15	74833548	74890470
ARID3C	9	34621456	34628011
ARID4A	14	58765222	58840448
ARID4B	1	235294499	235491532
ARID5A	2	97202464	97218370
ARID5B	10	63661443	63856703
ARIH1	15	72766667	72878895
ARIH2	3	48956281	49022969
ARL1	12	101786923	101801572
ARL10	5	175792502	175800503
ARL11	13	50202624	50207731
ARL13A	23	100224697	100245818
ARL13B	3	93698982	93774121
ARL14	3	160394948	160396233
ARL15	5	53180614	53606403
ARL16	17	79648234	79650954
ARL17A	17	44376501	44439163
ARL17B	17	44363863	44417140
ARL2	11	64781586	64789655
ARL2BP	16	57279038	57287545
ARL3	10	104433490	104474190
ARL4A	7	12726481	12730556
ARL4C	2	235401688	235405693
ARL4D	17	41476353	41478503
ARL5A	2	152645593	152685009
ARL5B	10	18948313	18966940
ARL5C	17	37313148	37323318
ARL6	3	97483595	97519951
ARL6IP1	16	18802991	18812857
ARL6IP4	12	123464880	123467461
ARL6IP5	3	69134090	69155237
ARL6IP6	2	153574423	153617767
ARL8A	1	202101977	202113866
ARL8B	3	5163930	5222599
ARL9	4	57371375	57390058
ARMC1	8	66515072	66546432
ARMC10	7	102715328	102740205
ARMC2	6	109169619	109295350
ARMC3	10	23216954	23326512
ARMC4	10	28101099	28287977
ARMC5	16	31469594	31478487
ARMC6	19	19144471	19170310
ARMC7	17	73106082	73126360
ARMC8	3	137906148	138016219
ARMC9	2	232063342	232238606
ARMCX1	23	100805514	100809673
ARMCX2	23	100910268	100914863
ARMCX3	23	100878120	100882831
ARMCX5	23	101854096	101859083
ARMCX6	23	100870114	100872991
ARMS2	10	124214179	124216867
ARNT	1	150782186	150849186
ARNT2	15	80696692	80890272
ARNTL	11	13299325	13408810
ARNTL2	12	27485853	27573466
ARPC1A	7	98923510	98985884
ARPC1B	7	98972329	98992402
ARPC2	2	219081874	219119070
ARPC3	12	110872707	110888158
ARPC4	3	9834227	9896822
ARPC5	1	183595333	183604985
ARPC5L	9	127626267	127639695
ARPM1	3	169484713	169487683
ARPP19	15	52839432	52861364
ARPP21	3	35681081	35835987
ARR3	23	69488185	69501690
ARRB1	11	74976482	75062873
ARRB2	17	4613789	4624794
ARRDC1	9	140500096	140509811
ARRDC2	19	18111944	18124905
ARRDC3	5	90664541	90679149
ARRDC4	15	98462784	98517067
ARRDC5	19	4890450	4902879
ARSA	22	51063450	51066607
ARSB	5	78073039	78282357
ARSD	23	2822012	2847392
ARSE	23	2852674	2886286
ARSF	23	2959512	3030747
ARSG	17	66255323	66417000
ARSH	23	2924654	2951425
ARSI	5	149675909	149682525
ARSJ	4	114821440	114900878
ARSK	5	94890825	94940805
ART1	11	3666361	3685646
ART3	4	76932337	77033954
ART4	12	14982245	14996413
ART5	11	3659736	3663546
ARTN	1	44398992	44402911
ARV1	1	231114823	231136471
ARVCF	22	19957421	20004309
ARX	23	25021815	25034065
AS3MT	10	104613967	104661653
ASAH1	8	17913925	17942507
ASAH2	10	51947002	52008370
ASAH2B	10	52499696	52514567
ASAM	11	122943035	123066007
ASAP1	8	131064353	131414216
ASAP1IT1	8	131307601	131308779
ASAP2	2	9346894	9545812
ASAP3	1	23755056	23811057
ASB1	2	239335626	239360890
ASB10	7	150872785	150884919
ASB11	23	15301627	15333727
ASB12	23	63444076	63450487
ASB13	10	5680820	5708558
ASB14	3	57302379	57326686
ASB15	7	123241921	123277932
ASB16	17	42248074	42256451
ASB17	1	76384560	76398116
ASB18	2	237103516	237172988
ASB2	14	94400513	94443076
ASB3	2	53897118	54087170
ASB4	7	95115284	95167069
ASB5	4	177134828	177190275
ASB6	9	132396883	132404444
ASB7	15	101142755	101191902
ASB8	12	48541575	48551377
ASB9	23	15262111	15288589
ASCC1	10	73856278	73976892
ASCC2	22	30184603	30234254
ASCC3	6	100956609	101329224
ASCL1	12	103351452	103354287
ASCL2	11	2289729	2292182
ASCL3	11	8959119	8964580
ASCL4	12	108168162	108170420
ASF1A	6	119215241	119230333
ASF1B	19	14230322	14247440
ASFMR1	23	146990949	147003676
ASGR1	17	7076752	7082883
ASGR2	17	7004641	7018292
ASH1L	1	155305053	155532585
ASH2L	8	37963011	37997227
ASIP	20	32848171	32857148
ASL	7	65540776	65558321
ASMT	23	1714348	1761973
ASMTL	23	1522032	1572649
ASNA1	19	12848306	12859138
ASNS	7	97481443	97501854
ASNSD1	2	190526125	190535556
ASPA	17	3377404	3402699
ASPDH	19	51014858	51017947
ASPG	14	104552048	104579098
ASPH	8	62413116	62627199
ASPHD1	16	29912147	29930953
ASPHD2	22	26825280	26840978
ASPM	1	197053258	197115824
ASPN	9	95218489	95244788
ASPRV1	2	70187226	70314147
ASPSCR1	17	79935426	79975280
ASRGL1	11	62104774	62160885
ASS1	9	133320094	133376660
ASTE1	3	130732721	130745646
ASTL	2	96789590	96804175
ASTN1	1	176826441	177134024
ASTN2	9	119187507	120177317
ASXL1	20	30946153	31027121
ASXL2	2	25962253	26101312
ASXL3	18	31158541	31327399
ASZ1	7	117003276	117067577
ATAD1	10	89512875	89577917
ATAD2	8	124332093	124428590
ATAD2B	2	23971541	24149934
ATAD3A	1	1447555	1470064
ATAD3B	1	1407164	1431581
ATAD3C	1	1385069	1405538
ATAD5	17	29159023	29222295
ATCAY	19	3880618	3928078
ATE1	10	123502626	123688217
ATF1	12	51157819	51214906
ATF2	2	175939008	176032897
ATF3	1	212738697	212794114
ATF4	22	39916569	39918690
ATF5	19	50431974	50437192
ATF6	1	161736084	161932960
ATF6B	6	32065573	32096017
ATF7	12	53901640	54020199
ATF7IP	12	14518611	14651696
ATF7IP2	16	10479912	10577494
ATG10	5	81267844	81551211
ATG12	5	115165818	115177520
ATG16L1	2	234160217	234204319
ATG16L2	11	72525451	72554715
ATG2A	11	64662005	64684722
ATG2B	14	96747596	96829678
ATG3	3	112251360	112280485
ATG4A	23	107334934	107397895
ATG4B	2	242577027	242613264
ATG4C	1	63249803	63330049
ATG4D	19	10654593	10664093
ATG5	6	106632354	106773695
ATG7	3	11314010	11599132
ATG9A	2	220082847	220094361
ATG9B	7	150709306	150721586
ATHL1	11	289138	295687
ATIC	2	216176692	216214477
ATL1	14	50999800	51099782
ATL2	2	38522031	38604432
ATL3	11	63396437	63439444
ATM	11	108093559	108239826
ATMIN	16	81069458	81080951
ATN1	12	7033626	7051484
ATOH1	4	94750078	94751142
ATOH7	10	69990386	69991855
ATOH8	2	85980909	86018505
ATOX1	5	151122384	151138210
ATP10A	15	25923862	26110317
ATP10B	5	159990127	160279219
ATP10D	4	47487410	47595503
ATP11A	13	113344643	113541480
ATP11B	3	182511291	182639419
ATP11C	23	138808506	138914447
ATP12A	13	25254695	25285917
ATP13A1	19	19756012	19774503
ATP13A2	1	17312453	17338423
ATP13A3	3	194123405	194188968
ATP13A4	3	193119867	193272696
ATP13A5	3	192992833	193096514
ATP1A1	1	116915004	116947394
ATP1A2	1	160085520	160113372
ATP1A3	19	42470736	42498382
ATP1A4	1	160121352	160156766
ATP1B1	1	169075947	169101960
ATP1B2	17	7554254	7561089
ATP1B3	3	141595470	141645382
ATP1B4	23	119495940	119516222
ATP2A1	16	28889809	28915830
ATP2A2	12	110719032	110788895
ATP2A3	17	3827169	3867736
ATP2B1	12	89981828	90049844
ATP2B2	3	10365708	10749716
ATP2B3	23	152801580	152848387
ATP2B4	1	203595928	203713207
ATP2C1	3	130569445	130735553
ATP2C2	16	84402133	84497792
ATP4A	19	36041095	36054560
ATP4B	13	114303123	114312501
ATP5A1	18	43664110	43684199
ATP5B	12	57031961	57039852
ATP5C1	10	7830093	7849755
ATP5D	19	1241749	1244823
ATP5E	20	57603734	57607422
ATP5EP2	13	28519343	28519709
ATP5F1	1	111991462	112004523
ATP5G1	17	46970148	46973230
ATP5G2	12	54058945	54070512
ATP5G3	2	176040987	176046490
ATP5H	17	73034955	73043074
ATP5I	4	666226	668122
ATP5J	21	27096792	27107965
ATP5J2	7	99055785	99063808
ATP5L	11	118272104	118280561
ATP5L2	22	43035809	43036607
ATP5O	21	35275758	35288158
ATP5S	14	50779047	50802274
ATP5SL	19	41937224	41945810
ATP6AP1	23	153656978	153664862
ATP6AP1L	5	81575281	81614146
ATP6AP2	23	40440216	40465887
ATP6V0A1	17	40610862	40674596
ATP6V0A2	12	124196865	124246299
ATP6V0A4	7	138391040	138482941
ATP6V0B	1	44440602	44443971
ATP6V0C	16	2563953	2570218
ATP6V0D1	16	67471917	67515089
ATP6V0D2	8	87111139	87166454
ATP6V0E1	5	172410763	172461900
ATP6V0E2	7	149570057	149577786
ATP6V1A	3	113465908	113530901
ATP6V1B1	2	71162998	71192560
ATP6V1B2	8	20054704	20079205
ATP6V1C1	8	104033248	104085284
ATP6V1C2	2	10861775	10925228
ATP6V1D	14	67761090	67826591
ATP6V1E1	22	18074903	18111588
ATP6V1E2	2	46738988	46769696
ATP6V1F	7	128502898	128505902
ATP6V1G1	9	117349994	117361151
ATP6V1G2	6	31512242	31514627
ATP6V1G3	1	198492356	198510075
ATP6V1H	8	54628116	54755850
ATP7A	23	77166194	77305891
ATP7B	13	52506806	52585630
ATP8A1	4	42410392	42659122
ATP8A2	13	25946209	26595419
ATP8B1	18	55313661	55399039
ATP8B2	1	154298036	154323779
ATP8B3	19	1782076	1812270
ATP8B4	15	50150436	50411419
ATP8B5P	9	35406752	35483026
ATP9A	20	50213314	50384908
ATP9B	18	76829397	77138280
ATPAF1	1	47098413	47134099
ATPAF2	17	17918373	17942480
ATPBD4	15	35663171	35838404
ATPIF1	1	28562611	28564609
ATR	3	142168078	142297668
ATRIP	3	48488141	48507708
ATRN	20	3451665	3631769
ATRNL1	10	116853124	117708494
ATRX	23	76760359	77041719
ATXN1	6	16299344	16761721
ATXN10	22	46067687	46240829
ATXN1L	16	71879899	71919174
ATXN2	12	111890019	112037480
ATXN2L	16	28834414	28848556
ATXN3	14	92524897	92572965
ATXN3L	23	13336770	13338518
ATXN7	3	63850233	63989134
ATXN7L1	7	105245221	105517031
ATXN7L2	1	110026561	110035418
ATXN7L3	17	42269174	42275529
ATXN7L3B	12	74931551	74935223
ATXN8OS	13	70681345	70713885
AUH	9	93976099	94124206
AUP1	2	74753776	74756974
AURKA	20	54944445	54967351
AURKAIP1	1	1309110	1310818
AURKAPS1	1	220439521	220441057
AURKB	17	8108050	8113883
AURKC	19	57742377	57746915
AUTS2	7	69063905	70257884
AVEN	15	34158429	34331303
AVIL	12	58191443	58209852
AVL9	7	32535176	33079034
AVP	20	3063203	3065370
AVPI1	10	99437181	99447015
AVPR1A	12	63540216	63546590
AVPR1B	1	206224283	206231482
AVPR2	23	153167985	153172619
AWAT1	23	69454505	69460510
AWAT2	23	69260392	69269788
AXIN1	16	337440	402464
AXIN2	17	63524685	63637183
AXL	19	41725108	41767670
AZGP1	7	99564352	99573687
AZI1	17	79163393	79196751
AZI2	3	28363847	28390618
AZIN1	8	103838537	103876397
AZU1	19	827831	832017
B2M	15	45003685	45010356
B3GALNT1	3	160801673	160823160
B3GALNT2	1	235610533	235667781
B3GALT1	2	168675182	168727366
B3GALT2	1	193147861	193155743
B3GALT4	6	33244917	33246602
B3GALT5	21	40928369	41034815
B3GALT6	1	1167629	1170418
B3GALTL	13	31774112	31906409
B3GAT1	11	134248400	134281812
B3GAT2	6	71568019	71666788
B3GAT3	11	62382769	62389449
B3GNT1	11	66112844	66115161
B3GNT2	2	62423262	62451864
B3GNT3	19	17905658	17924385
B3GNT4	12	122688228	122692083
B3GNT5	3	182971032	182991178
B3GNT6	11	76745435	76753003
B3GNT7	2	232260335	232265873
B3GNT8	19	41931265	41934635
B3GNT9	16	67182006	67184902
B3GNTL1	17	80900031	81009686
B4GALNT1	12	58019551	58026985
B4GALNT2	17	47209822	47247351
B4GALNT3	12	569543	671058
B4GALNT4	11	369795	382116
B4GALT1	9	33110639	33167356
B4GALT2	1	44444866	44456839
B4GALT3	1	161141101	161147314
B4GALT4	3	118930587	118959752
B4GALT5	20	48249485	48330421
B4GALT6	18	29202210	29264686
B4GALT7	5	177027172	177037323
B9D1	17	19240867	19281495
B9D2	19	41860322	41870078
BAALC	8	104152921	104242530
BAAT	9	104122700	104147287
BACE1	11	117156417	117186972
BACE2	21	42539728	42648523
BACH1	21	30671220	30734217
BACH2	6	90636248	91006562
BAD	11	64037301	64052176
BAG1	9	33252472	33264761
BAG2	6	57037104	57050010
BAG3	10	121410882	121437327
BAG4	8	38034106	38068537
BAG5	14	104022889	104029151
BAGE	21	11057796	11098937
BAGE2	21	11020842	11098925
BAHCC1	17	79373540	79433358
BAHD1	15	40731920	40760441
BAI1	8	143545377	143626367
BAI2	1	32192719	32229648
BAI3	6	69345632	70099402
BAIAP2	17	79008947	79091232
BAIAP2L1	7	97920964	98030427
BAIAP2L2	22	38480897	38506676
BAIAP3	16	1383646	1399442
BAK1	6	33540324	33548070
BAMBI	10	28966424	28971868
BANF1	11	65769550	65771616
BANF2	20	17674320	17716517
BANK1	4	102341118	102995967
BANP	16	87984238	88110923
BAP1	3	52435027	52444009
BARD1	2	215593275	215674428
BARHL1	9	135457993	135465640
BARHL2	1	91177580	91182794
BARX1	9	96713911	96717608
BARX2	11	129245881	129322173
BASE	20	31781411	31798268
BASP1	5	17217750	17276935
BAT1	6	31497998	31514627
BAT2	6	31588450	31605553
BAT2L1	9	134269600	134375573
BAT2L2	1	171454666	171562649
BAT3	6	31606806	31620477
BAT4	6	31629863	31634060
BAT5	6	31654736	31681842
BATF	14	75988784	76013327
BATF2	11	64755417	64764517
BATF3	1	212859760	212873327
BAX	19	49458117	49465054
BAZ1A	14	35221939	35344853
BAZ1B	7	72854742	72936608
BAZ2A	12	56989380	57030163
BAZ2B	2	160175492	160568946
BBC3	19	47724080	47736023
BBOX1	11	27062509	27149354
BBS1	11	66276550	66301084
BBS10	12	76738266	76742222
BBS12	4	123653857	123666097
BBS2	16	56518259	56554008
BBS4	15	72978526	73030816
BBS5	2	170336006	170363164
BBS7	4	122745639	122791642
BBS9	7	33169152	33645680
BBX	3	107241783	107530047
BCAM	19	45312338	45324677
BCAN	1	156611740	156629318
BCAP29	7	107220422	107263762
BCAP31	23	152965947	152990201
BCAR1	16	75262929	75301951
BCAR3	1	94027351	94312706
BCAR4	16	11913694	11922689
BCAS1	20	52560079	52687304
BCAS2	1	115110183	115124265
BCAS3	17	58755172	59470198
BCAS4	20	49411467	49493713
BCAT1	12	24964281	25102308
BCAT2	19	49298320	49314301
BCCIP	10	127512104	127542263
BCDIN3D	12	50229827	50236912
BCHE	3	165490694	165555253
BCKDHA	19	41882438	41930909
BCKDHB	6	80816344	81055987
BCKDK	16	31119662	31124110
BCL10	1	85731461	85743583
BCL11A	2	60678303	60780633
BCL11B	14	99635627	99737822
BCL2	18	60790579	60986657
BCL2A1	15	80253233	80263643
BCL2L1	20	30252263	30311729
BCL2L10	15	52401824	52404972
BCL2L11	2	111878491	111926022
BCL2L12	19	50168399	50177172
BCL2L13	22	18111682	18211987
BCL2L14	12	12223878	12363947
BCL2L15	1	114419437	114430169
BCL2L2	14	23776012	23780966
BCL3	19	45251978	45263300
BCL6	3	187439165	187463475
BCL6B	17	6926369	6932961
BCL7A	12	122459861	122499948
BCL7B	7	72950686	72972024
BCL7C	16	30845373	30905399
BCL8	15	20870056	20961480
BCL9	1	147013182	147098013
BCL9L	11	118766852	118781613
BCLAF1	6	136578001	136610989
BCMO1	16	81272296	81324747
BCO2	11	112046208	112095421
BCOR	23	39910501	40036582
BCORL1	23	129116669	129191601
BCORL2	24	21617317	21665039
BCR	22	23522552	23660223
BCS1L	2	219523528	219528165
BCYRN1	23	70430035	70948962
BDH1	3	197236655	197300194
BDH2	4	103998783	104021024
BDKRB1	14	96722559	96735303
BDKRB2	14	96671135	96710666
BDNF	11	27676444	27743605
BDNFOS	11	27528399	27719773
BDP1	5	70751442	70863649
BEAN	16	66461240	66516744
BECN1	17	40962150	40976310
BEGAIN	14	101003486	101036131
BEND2	23	18181053	18239024
BEND3	6	107386385	107435636
BEND4	4	42112872	42154895
BEND5	1	49193542	49242547
BEND6	6	56819773	56892138
BEND7	10	13480484	13544976
BEST1	11	61717356	61731939
BEST2	19	12863407	12869269
BEST3	12	70037140	70093196
BEST4	1	45249259	45253426
BET1	7	93592085	93633690
BET1L	11	202924	207422
BET3L	6	116817653	116866773
BEX1	23	102317581	102319168
BEX2	23	102564275	102565945
BEX4	23	102470020	102472120
BEX5	23	101408680	101410986
BEYLA	8	47752508	47767407
BFAR	16	14726668	14763092
BFSP1	20	17474551	17549865
BFSP2	3	133118790	133194056
BGLAP	1	156182784	156213112
BGN	23	152760411	152775004
BHLHA15	7	97840778	97842271
BHLHB9	23	101975642	102007368
BHLHE22	8	65492814	65496185
BHLHE23	20	61637331	61638387
BHLHE40	3	5021097	5026863
BHLHE41	12	26272961	26278003
BHMT	5	78407604	78428112
BHMT2	5	78365583	78385273
BICC1	10	60272904	60588845
BICD1	12	32260185	32531140
BICD2	9	95473645	95527083
BID	22	18216906	18257431
BIK	22	43506757	43525717
BIN1	2	127805607	127864864
BIN2	12	51674823	51718452
BIN3	8	22477949	22526661
BIRC2	11	102217966	102249394
BIRC3	11	102188194	102208464
BIRC5	17	76210277	76221715
BIRC6	2	32582096	32843963
BIRC7	20	61867276	61871853
BIRC8	19	53792856	53794875
BIVM	13	103451399	103493887
BLCAP	20	36145820	36156303
BLID	11	121986063	121986923
BLK	8	11351521	11422107
BLM	15	91260579	91358684
BLMH	17	28575223	28619074
BLNK	10	97951463	98031333
BLOC1S1	12	56109820	56116442
BLOC1S2	10	102033713	102046439
BLOC1S3	19	45682003	45685057
BLVRA	7	43798272	43846936
BLVRB	19	40953691	40971725
BLZF1	1	169337194	169365778
BMF	15	40380094	40401075
BMI1	10	22605299	22620417
BMP1	8	22022675	22069837
BMP10	2	69092613	69098649
BMP15	23	50653784	50659606
BMP2	20	6748745	6760910
BMP2K	4	79697532	79833339
BMP3	4	81952119	81978684
BMP4	14	54416457	54423554
BMP5	6	55620240	55740375
BMP6	6	7727011	7881960
BMP7	20	55743809	55841707
BMP8A	1	39957318	39995537
BMP8B	1	40223903	40254533
BMPER	7	33945112	34194111
BMPR1A	10	88516396	88684944
BMPR1B	4	95679128	96079592
BMPR2	2	203241050	203432473
BMS1	10	43277954	43330383
BMS1P4	10	75458909	75490272
BMS1P5	10	46737615	46762892
BMX	23	15482369	15574651
BNC1	15	83924655	83953468
BNC2	9	16409502	16870786
BNIP1	5	172571445	172591389
BNIP2	15	59955064	59981642
BNIP3	10	133781187	133795435
BNIP3L	8	26240523	26270644
BNIPL	1	151009029	151020076
BOC	3	112930412	113006303
BOD1	5	173034148	173043666
BOD1L	4	13570366	13629328
BOK	2	242498192	242513551
BOLA1	1	149871155	149872347
BOLA2	16	29454226	29466285
BOLA3	2	74362528	74375039
BOLL	2	198591603	198650938
BOP1	8	145486056	145515120
BPESC1	3	138823027	138844003
BPGM	7	134331531	134364565
BPHL	6	3118926	3153430
BPI	20	36932552	36965905
BPIL1	20	31595407	31611514
BPIL2	22	32809834	32860433
BPIL3	20	31619454	31631852
BPNT1	1	220230826	220263191
BPTF	17	65821780	65980493
BPY2	24	25130410	25151608
BRAF	7	140433815	140624564
BRAP	12	112079951	112123790
BRCA1	17	41196313	41322420
BRCA2	13	32889617	32973809
BRCC3	23	154299710	154351348
BRD1	22	50166938	50221180
BRD2	6	32936437	32949281
BRD3	9	136895454	136933655
BRD4	19	15348302	15443342
BRD7	16	50352941	50402829
BRD7P3	6	118822536	118824994
BRD8	5	137384973	137514358
BRD9	5	863851	892939
BRDT	1	92414928	92479983
BRE	2	28113482	28561765
BREA2	8	144779285	144780582
BRF1	14	105675623	105781914
BRF2	8	37701402	37707411
BRI3	7	97910979	97922275
BRI3BP	12	125478194	125510349
BRIP1	17	59759985	59940755
BRIX1	5	34915820	34925785
BRMS1	11	66104804	66112582
BRMS1L	14	36295597	36341168
BRP44	1	167887311	167906303
BRP44L	6	166778410	166796486
BRPF1	3	9773434	9789697
BRPF3	6	36164550	36200566
BRS3	23	135570125	135574598
BRSK1	19	55793440	55823901
BRSK2	11	1411129	1483326
BRWD1	21	40557404	40685556
BRWD3	23	79931683	80065233
BSCL2	11	62457747	62477046
BSDC1	1	32830707	32860062
BSG	19	571325	583492
BSN	3	49591922	49708981
BSND	1	55464617	55474464
BSPH1	19	48471303	48495427
BSPRY	9	116111812	116133512
BST1	4	15704573	15739933
BST2	19	17513756	17516384
BSX	11	122848358	122852379
BTAF1	10	93683736	93790078
BTBD1	15	83685183	83736106
BTBD10	11	13409557	13484838
BTBD11	12	107712197	108053419
BTBD12	16	3631184	3661585
BTBD16	10	124030821	124097676
BTBD17	17	72352555	72357958
BTBD18	11	57510987	57519253
BTBD19	1	45274154	45279801
BTBD2	19	1985447	2015702
BTBD3	20	11871477	11907242
BTBD6	14	105714879	105717426
BTBD7	14	93703898	93799385
BTBD8	1	92545862	92613395
BTBD9	6	38136228	38607924
BTC	4	75671448	75719882
BTD	3	15643140	15687324
